school,program_code,program_name,degree_type,catalog_year,cip_code,min_total_credits,min_residency_credits,min_gpa,delivery,campus,notes
IU Bloomington,GENED-COMMONGROUND,General Education — Common Ground,Requirement Set,2025-2026,,,,,in-person,IUB,Parsed from generaled.txt
